Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Quantity
Gino Tomato 60G Box,Tomato Paste,TY00522,,box,92,8.6957,100,,1,0,1,0,1,,0
Chicken Feet Box 10kg,Meat\Fish,TY00523,,carton,230,4.3478,240,,1,0,1,0,1,,0
Tasty Tom 210g Box,Tomato Paste,TY00524,,box,144,0,155,,1,0,1,0,1,,0
Tuna Fish 1kg,Meat\Fish,TY00525,,1kg,0,0,28,,1,0,1,0,1,,-1
Tuna Fish Box,Meat\Fish,TY00526,,carton,0,0,270,,1,0,1,0,1,,0
Green Grent[Buebue],Meat\Fish,TY00527,,kg,0,0,26,,1,0,1,0,1,,-9.5
Ola Tomato Paste Box,Tomato Paste,TY00528,,box,200,7.5,215,,1,0,1,0,0,,0
Ola Tomato Paste 2.2kg,Tomato Paste,TY00529,,tin,34,2.9412,35,,1,0,1,0,1,,0
Kitchen King 5X4.5kg,Rice,TY00531,,5x4.5kg,320,4.6875,335,,1,0,1,0,1,,0
Kitchen King 4.5kg,Rice,TY00532,,4.5kg,65,3.0769,67,,1,0,1,0,1,,0
Jilans Basmati 5X5,Rice,TY00533,,5x5kg,505,6.9307,540,,1,0,1,0,1,,0
Jilans Basmati 5kg,Rice,TY00536,,5kg,132.5,1.8868,135,,1,0,1,0,1,,0
Gino Tin,Tomato Paste,TY00537,,tin,8.7,14.9425,10,,1,0,1,0,1,,0
Green Grent Box,Meat\Fish,TY00538,,carton,0,0,270,,1,0,1,0,1,,0
Chicken Feet 15kg Box,Meat\Fish,TY00539,,carton,340,5.8824,360,,1,0,1,0,1,,0
Cool Water,Beverages,TY00540,,500ml,0.27,85.1852,0.5,,1,0,1,0,1,,-99
Miss U 25kg,Rice,TY00541,,25kg,310,9.6774,340,,1,0,1,0,1,,0
Pena Gizzard,Meat\Fish,TY00543,,pcs,290,-90,29,,1,0,1,0,1,,-4
Brazil Drumstick Box,Meat\Fish,TY00544,,carton,295,11.8644,330,,1,0,1,0,1,,-1
Festiva Soy Sauce,Ketchup\Mayonnaise\Baked Beans,TY00545,6970679240585,pcs,9.1,9.8901,10,,1,0,1,0,1,,-2
Sunrise Basmati 5X5,Rice,TY00547,,5x5kg,119.8,4.3406,125,,1,0,1,0,1,,0
Dubai 45 kg,Rice,TY00548,,45kg,610,3.2787,630,,1,0,1,0,1,,0
Frytol 10L,Oil,TY00550,,10l,195,-13.4615,225,,1,0,1,0,1,,0
Oba Macaroni,Spaghetti,TY00551,,pcs,7.8,28.2051,10,,1,0,1,0,1,,0
Mutlu Macaroni,Spaghetti,TY00552,8690946251677,pcs,8.25,21.2121,10,,1,0,1,0,1,,-1
Tasty Tom 2.2kg Box,Tomato Paste,TY00553,,box,0,0,287,,1,0,1,0,1,,0
Abena Sardine Box,Sardine,TY00554,,box,390,3.8462,405,,1,0,1,0,1,,0
Frytol 50Ml,Oil,TY00555,,50ml,0,0,2.5,,1,0,1,0,1,,0
Full Chicken Big[9],Meat\Fish,TY00556,,pcs,0,0,43,,1,0,1,0,1,,0
Nhyira Rice 5X4kg,Rice,TY00557,,5x4kg,290,6.8966,310,,1,0,1,0,1,,0
Nhyira 4kg,Rice,TY00558,,4kg,58,6.8966,62,,1,0,1,0,1,,0
Enapa Soya Sauce,Oil,TY00559,6933362421944,pcs,13.33,20.03,16,,1,0,1,0,1,,-10
Chale 22.5kg,Rice,TY00562,,22.5kg,300,6.6667,320,,1,0,1,0,1,,0
King'S Oil 25L,Oil,TY00563,,25l,545,-2.7523,565,,1,0,1,0,0,,0
Pastaluso Spag,Spaghetti,TY00564,,pcs,0,0,6.5,,1,0,1,0,1,,0
Nile Spag,Spaghetti,TY00565,,pcs,0,0,6,,1,0,1,0,1,,0
Perdix Gizzard,Meat\Fish,TY00566,,pcs,24,8.3333,26,,1,0,1,0,1,,0
Nat Sausage,Meat\Fish,TY00568,7898506329205,pcs,11.5,13.0435,13,,1,0,1,0,1,,-48
Pork Belly,Meat\Fish,TY00569,,kg,0,0,70,,1,0,1,0,1,,0
Cic Jasmine,Rice,TY00570,,5kg,70,4.2857,73,,1,0,1,0,1,,0
Nat Sausage Box,Meat\Fish,TY00571,,box,280,7.1429,300,,1,0,1,0,1,,-1
Minu Sausage,Meat\Fish,TY00572,7896000938138,pcs,0,0,15,,1,0,1,0,1,,-15
Moi Select 5X5kg,Rice,TY00573,,5x5kg,0,0,385,,1,0,1,0,1,,0
Moi Select 25kg,Rice,TY00574,,25kg,0,0,365,,1,0,1,0,1,,0
Mom'S Recipe Sunflower Oil 4L,Oil,TY00575,,4l,105,9.5238,115,,1,0,1,0,1,,0
Hake Small,Meat\Fish,TY00577,,1kg,28,0,28,,1,0,1,0,1,,0
Super Pack Chicken,Indomie,TY00530,089686130027,pcs,0,0,6.2,,1,0,1,0,1,,-4
Hondi 2.2kg,Tomato Paste,TY00578,6971006991279,tin,31.7,10.4101,35,,1,0,1,0,1,,-12
Chicken Breast 2kg,Meat\Fish,TY00579,,2kg,90,22.2222,110,,1,0,1,0,1,,0
Mario 5X5,Rice,TY00580,,5x5kg,310,4.8387,325,,1,0,1,0,1,,-2
Moi Select 5kg,Rice,TY00581,,5kg,0,0,77,,1,0,1,0,1,,0
Super Pack,Indomie,TY00582,6034000390124,pcs,5.7,8.7719,6.2,,1,0,1,0,1,,-2
Tiana Veit Rice 5X5,Rice,TY00583,,5x5kg,335,4.4776,350,,1,0,1,0,1,,0
Tiana 1kg,Rice,TY00584,6033000430823,1kg,14.95,7.0234,16,,1,0,1,0,1,,0
Tiana 5kg,Rice,TY00585,,5kg,0,0,70,,1,0,1,0,1,,0
Chanel Broken 22.5,Rice,TY00586,,22.5kg,325,0,257,,1,0,1,0,1,,0
Konkord Salt 1kg,Spices,TY00567,,pcs,0,0,9,,1,0,1,0,1,,0
Cool Water Pack,Beverages,TY00560,,30x500ml,8,25,10,,1,0,1,0,1,,-11
Red Fish Medium Box,Meat\Fish,TY00587,,carton,360,11.1111,400,,1,0,1,0,1,,0
Nutmeg,Spices,TY00589,8908180600114,pcs,0,0,1,,1,0,1,0,1,,-14
Onga  Classic Big,Spices,TY00588,6008155008036,pcs,2.9,20.6897,3.5,,1,0,1,0,1,,-8
Viola Spag 200,Spaghetti,TY00535,,pcs,2.7,11.1111,3,,1,0,1,0,1,,0
Tasty Tom Jollof 210g,Tomato Paste,TY00590,6033000303943,sachet,6.9,8.6957,7.5,,1,0,1,0,1,,-7
Arima Rice 4.5,Rice,TY00591,,4.5kg,0,0,62,,1,0,1,0,1,,0
Arima Rice 4.5X5,Rice,TY00592,,5x4.5kg,290,6.8966,310,,1,0,1,0,1,,0
Wings Box,Meat\Fish,TY00593,,carton,350,-5.7143,330,,1,0,1,0,0,,0
Red Fish Medium,Meat\Fish,TY00594,,kg,0,0,40,,1,0,1,0,1,,-2.22044604925E-16
Seara Box,Meat\Fish,TY00600,,box,0,0,330,,1,0,1,0,1,,0
Pena Box [rplc],Meat\Fish,TY00601,,box,0,0,350,,1,0,1,0,1,,0
Tasty Tom 1.05kg Box,Tomato Paste,TY00602,,box,268,0,280,,1,0,1,0,1,,0
Sultana Sardine Box,Sardine,TY00603,,box,0,0,348,,1,0,1,0,1,,0
Bino Box,Meat\Fish,TY00604,,box,0,0,340,,1,0,1,0,1,,0
Yellow Tail Large Box,Meat\Fish,TY00605,,carton,300,10,330,,1,0,1,0,1,,0
Kivo Pepper 180G,Spices,TY00606,,pcs,11.05,0,13,,1,0,1,0,1,,0
Paganini Box,Spaghetti,TY00607,,box,0,0,238,,1,0,1,0,1,,0
Beef Filet,Meat\Fish,TY00608,,kg,64,9.375,70,,1,0,1,0,1,,0
Voltic Water 500Ml Pack,Beverages,TY00610,,pack,21,0,24,,1,0,1,0,1,,0
Dubai 22.5kg,Rice,TY00612,,22.5kg,320,4.6875,335,,1,0,1,0,1,,-2
Moi Select 4kg,Rice,TY00613,,4kg,0,0,66,,1,0,1,0,1,,0
Moi Select 5/4.5kg,Rice,TY00614,,5x4.5kg,0,0,330,,1,0,1,0,1,,0
Zoey Rice  5X5,Rice,TY00615,,5x5kg,320,4.6875,335,,1,0,1,0,1,,0
Zoey 5kg,Rice,TY00616,,5kg,0,0,67,,1,0,1,0,1,,0
Follow Me 45kg,Rice,TY00617,,45kg,0,0,620,,1,0,1,0,1,,0
Follow Me 22.5,Rice,TY00618,,22.5kg,0,0,320,,1,0,1,0,1,,0
Follow Me 5X5,Rice,TY00619,,5x5kg,0,0,335,,1,0,1,0,1,,0
Follow Me 5kg,Rice,TY00620,,5kg,0,0,67,,1,0,1,0,1,,0
Doga Spaghetti Box,Spaghetti,TY00622,,box,0,0,120,,1,0,1,0,1,,0
Doga Spaghetti,Spaghetti,TY00534,8690967500457,pcs,4.75,26.3158,6,,1,0,1,0,1,,-29
Cassava Fish Carton 15kg,Meat\Fish,TY00628,,carton,600,10,660,,1,0,1,0,1,,0
Platinum 5X 4.5kg,Rice,TY00630,,5x4.5kg,0,0,325,,1,0,1,0,1,,0
Platinum 4.5kg,Rice,TY00633,,4.5kg,0,0,65,,1,0,1,0,1,,0
Dada Nigerian Rice,Rice,TY00634,,45kg,0,0,500,,1,0,1,0,1,,0
Minu Sausage Box,Meat\Fish,TY00637,,box,420,11.9048,470,,1,0,1,0,1,,0
Yellow Tail Small Box,Meat\Fish,TY00638,,box,240,0,290,,1,0,1,0,1,,0
Royal Secret Thai 5X4.5,Rice,TY00639,,5x4.5kg,510,7.8431,550,,1,0,1,0,1,,0
Royal Secret 5kg,Rice,TY00640,,5kg,102,3.9216,106,,1,0,1,0,1,,0
Dubai 5X5,Rice,TY00641,,5x5kg,320,4.6875,335,,1,0,1,0,1,,0
Jasmine Rice 25Pounds,Rice,TY00642,,25lbs,350,0,350,,1,0,1,0,1,,0
Pena Gizzard Box 12kg,Meat\Fish,TY00643,,box,320,3.125,330,,1,0,1,0,1,,0
Kivo Curry Powder 250gm,Spices,TY00644,786411642090,pcs,0,0,11,,1,0,1,0,1,,-4
Dubai 5kg,Rice,TY00645,,5kg,64,4.6875,67,,1,0,1,0,1,,-1
Obaapa Oil 250Ml,Oil,TY00646,,pcs,9.7,13.4021,11,,1,0,1,0,1,,0
Beef Sinews Half,Meat\Fish,TY00647,,kg,0,0,17.5,,1,0,1,0,1,,-27
Chicken Feet Half,Meat\Fish,TY00648,,kg,11.5,21.7391,14,,1,0,1,0,1,,-9
Facemask Half,Meat\Fish,TY00649,,kg,0,0,17,,1,0,1,0,1,,-2
Kpanla 16+ Half,Meat\Fish,TY00652,,0.5kg,12,25,15,,1,0,1,0,1,,-22
Chicken Back Half Box,Meat\Fish,TY00653,,carton,95,5.2632,100,,1,0,1,0,1,,-2
Sankofa Jollof,Spices,TY00654,6036000144318,pcs,0,0,0.8,,1,0,1,0,1,,-4
Kpanla 20+ Half,Meat\Fish,TY00657,,kg,0,0,17.5,,1,0,1,0,1,,0
Medina Viet 22.5kg,Rice,TY00658,,22.5kg,300,6.6667,320,,1,0,1,0,1,,0
Ginny Mayonnaise Small,Ketchup\Mayonnaise\Baked Beans,TY00671,,pcs,0,0,18,,1,0,1,0,1,,-1
A-One,Spices,TY00675,,pcs,0,0,28,,1,0,1,0,1,,-2
Aaba Oil 0.9L,Oil,TY00676,8888168016604,0.9l,0,0,25,,1,0,1,0,1,,-5
Amani 20kg Box,Meat\Fish,TY00595,,kg,0,0,395,,1,0,1,0,1,,0
Amani Sardine 10kg,Meat\Fish,TY00596,,kg,205,0,220,,1,0,1,0,1,,0
Chicken Broiler Half kg,Meat\Fish,TY00597,,0.5kg,13.26,5.5807,14,,1,0,1,0,1,,-27
Kpanla 14+ Half,Meat\Fish,TY00598,,kg,11.5,21.7391,14,,1,0,1,0,1,,-21
Chicken Layer Hard Half,Meat\Fish,TY00599,,0.5kg,15.4,3.8961,16,,1,0,1,0,1,,-53
Eggs Crate Small,Meat\Fish,TY00677,,crate,0,0,48,,1,0,1,0,1,,0
Drumstick Half,Meat\Fish,TY00678,,0.5kg,0,0,17,,1,0,1,0,1,,-14
Sardine Amani 1kg,Meat\Fish,TY00679,,kg,0,0,23,,1,0,1,0,1,,0
Risha Basmati 5X5,Rice,TY00680,,kg,0,0,127,,1,0,1,0,1,,0
Gino Curry Powder Line,Spices,TY00682,,line,4.5,33.3333,6,,1,0,1,0,1,,-12.5
[rplc,Meat\Fish,TY00520,,kg,0,0,15,,1,0,1,0,1,,0
Half Beef Tripe Intestine(Yemade3),Meat\Fish,TY00521,,0.5kg,12,25,15,,1,0,1,0,1,,-16
Sprite 30Cl Pack,Beverages,TY00561,,0.3lx12,41.5,34.9398,56,,1,0,1,0,1,,0
Kpanla 14+Big,Meat\Fish,TY00683,,kg,0,0,27,,1,0,1,0,0,,0
Three Horses 50kg,Rice,TY00684,,50kg,465,4.3011,485,,1,0,1,0,1,,0
Precious 45kg Rice,Rice,TY00685,,kg,600,4.1667,625,,1,0,1,0,1,,0
Oki Rice 22.5kg,Rice,TY00686,,kg,0,0,310,,1,0,1,0,1,,0
Kivo Pepper 400G,Spices,TY00687,630282995994,g,23.75,13.6842,27,,1,0,1,0,1,,-10
Dubai 1kg,Rice,TY00688,8936089965676,1kg,13,7.6923,14,,1,0,1,0,1,,-30
Cow Leg Box,Meat\Fish,TY00689,,kg,430,6.9767,460,,1,0,1,0,1,,0
K75 1kg,Rice,TY00611,6036000120435,1kg,0,0,18,,1,0,1,0,1,,-4
Captain Rice 45kg,Rice,TY00609,,45kg,0,0,480,,1,0,1,0,1,,0
Sofia  Viet Rice 5X4.5kg,Rice,TY00690,,kg,340,5.8824,360,,1,0,1,0,1,,0
Lele Monosodium 1Lib,Spices,TY00691,,pcs,0,0,19,,1,0,1,0,1,,-1
Salmon Foreign 20kg Box,Meat\Fish,TY00692,,Carton,720,5.5556,760,,1,0,1,0,1,,0
Golden Drop 25L,Oil,TY00693,,25l,435,4.5977,455,,1,0,1,0,1,,0
Lele Monosodium Mesh,Spices,TY00694,,pcs,16,12.5,18,,1,0,1,0,1,,-2
Mama'S Pride Spaghetti,Spaghetti,TY00695,,pcs,0,0,7,,1,0,1,0,1,,0
La Vounce Paste 70g,Tomato Paste,TY00696,6971006991040,sachet,0,0,1.8,,1,0,1,0,1,,-75
Mom'S Vegetable Oil,Oil,TY00697,,4.5l,100,10,110,,1,0,1,0,1,,0
La Vonce 210Gms Tin,Tomato Paste,TY00698,6971006991033,tin,5.3,13.2075,6,,1,0,1,0,1,,-3
My Deer Gold 22.5kg,Rice,TY00699,,22.5kg,425,3.5294,440,,1,0,1,0,1,,0
Gino Pepper Mix 1.1,Tomato Paste,TY00700,8410300367345,sachet,22.16,8.3032,24,,1,0,1,0,1,,-4
Punjab Royal Basmatic  5X4kg,Rice,TY00701,,kg,550,5.4545,580,,1,0,1,0,1,,0
Punjab Royal Basmatic 5kg,Rice,TY00621,,kg,137.5,5.4545,145,,1,0,1,0,1,,0
Kivo Pepper 13Gm,Spices,TY00702,,pcs,0.88,0,1.2,,1,0,1,0,1,,0
Full Chicken Small Carton,Meat\Fish,TY00703,,kg,340,11.7647,380,,1,0,1,0,1,,-2
Pasta Mondoe 200Gm Spagetti,Spaghetti,TY00623,,pcs,0,0,3,,1,0,1,0,1,,0
Tasty Tom Onion And Ginger 60g,Tomato Paste,TY00624,,sachet,2,10,2.2,,1,0,1,0,1,,0
Kivo Baked Beans,Ketchup\Mayonnaise\Baked Beans,TY00625,,pcs,0,0,14,,1,0,1,0,1,,0
Sankofa Fish 5G,Spices,TY00626,6036000144301,g,0,0,0.8,,1,0,1,0,1,,-20
Sankofa Ginger And Galic5G,Spices,TY00627,6036000063435,pcs,0,0,0.8,,1,0,1,0,1,,-12
Coca Cola Pet 45Cl,Beverages,TY00629,,45cl,0,0,8,,1,0,1,0,1,,0
Africa Gold Nigeria 50kg,Rice,TY00631,,kg,450,5.5556,475,,1,0,1,0,1,,0
Flamingo 22.5 Broken Rice,Rice,TY00632,,kg,270,9.2593,295,,1,0,1,0,1,,0
Gino Pepper & Onion 210,Tomato Paste,TY00673,8410300367338,sachet,0,0,7.5,,1,0,1,0,1,,-4
Tasty Tom Jollof  60g,Tomato Paste,TY00704,6033000303936,sachet,0,0,2.5,,1,0,1,0,1,,-10
Red Fish Box Big,Meat\Fish,TY00549,,carton,0,0,430,,1,0,1,0,1,,0
Frytol Sachet 900Ml,Oil,TY00635,6034000190694,0.9l,19,10.5263,21,,1,0,1,0,1,,-4
Fortune Vegetable Oil 4.5L,Oil,TY00636,,4.5l,99,9.0909,108,,1,0,1,0,1,,0
Lele Tuna Chunks,Tuna Flakes\Chunks,TY00655,8852111004796,pcs,13.9,7.9137,15,,1,0,1,0,1,,-1
Nhyira 40kg,Rice,TY00650,,40kg,568,3.8732,590,,1,0,1,0,1,,0
Chanel 1kg,Rice,TY00651,,1kg,13.25,9.434,14.5,,1,0,1,0,1,,0
Three Dolphins 45,Rice,TY00660,,kg,500,4,520,,1,0,1,0,1,,0
Cindy Sardine,Sardine,TY00674,6033000431363,pcs,6,16.6667,7,,1,0,1,0,1,,-13
Arima Waakye Rice,Rice,TY00659,,45kg,500,4,520,,1,0,1,0,1,,0
Hubbards Spaghetti,Spaghetti,TY00661,,pcs,25,12,28,,1,0,1,0,1,,0
Simply Spaghetti,Spaghetti,TY00662,,pcs,13,7.6923,14,,1,0,1,0,1,,0
Hearty Spaghetti,Spaghetti,TY00663,5057545092514,pcs,13,7.6923,14,,1,0,1,0,1,,-2
Maggi Dedeede Pack,Spices,TY00664,,60x11g,36,5.5556,38,,1,0,1,0,1,,0
Egye Aware 250g Small,Spices,TY00665,,pcs,13,15.3846,15,,1,0,1,0,1,,0
Badia Complete Seasoning Small,Spices,TY00666,033844001285,pcs,20,15,23,,1,0,1,0,1,,0
Badia Complete Seasoning Large,Spices,TY00667,033844001193,pcs,58.5,11.1111,65,,1,0,1,0,1,,-1
Magic Mayo 1000Ml,Ketchup\Mayonnaise\Baked Beans,TY00668,,pcs,42,11.9048,47,,1,0,1,0,1,,0
Paganini Spaghetti 500G,Spaghetti,TY00669,,pcs,7,14.2857,8,,1,0,1,0,1,,0
maggie dedeede 1p,Spices,TY00670,,pcs,0.7,14.2857,0.8,,1,0,1,0,1,,-3
Red Fish,Meat\Fish,TY00705,,kg,40,0,40,,1,0,1,0,0,,0
Adja Spice,Spices,TY00672,,pcs,2.5,20,3,,1,0,1,0,1,,0
BADIA Curry Powder Small,Spices,TY00706,,pcs,25,20,30,,1,0,1,0,1,,0
Salmon Local Small,Meat\Fish,TY00576,,kg,25,12,28,,1,0,1,0,1,,-10
Philfry Oil 25L,Oil,TY00711,,25l,470,4.2553,490,,1,0,1,0,1,,-1
Kpanla 25+ Box 20kg,Meat\Fish,TY00712,,carton,520,0,740,,1,0,1,0,1,,0
Mannish Ginger & Garlic Pcs,Mabel Spices,TY00713,,pcs,2,0,2,,1,0,1,0,1,,-15
Mannish Ginger & Garlic Pouch Large,Mabel Spices,TY00714,,pouch,20,0,20,,1,0,1,0,1,,-2
Mannish Groundnut Paste Small,Mabel Spices,TY00715,,pcs,15,0,15,,1,0,1,0,1,,0
Mannish Groundnut Paste Medium 2,Mabel Spices,TY00716,,pcs,40,0,40,,1,0,1,0,1,,0
Mannish Groundnut Paste Large,Mabel Spices,TY00717,,pcs,60,0,60,,1,0,1,0,1,,0
Vatkum Shitor Large,External,TY00718,,pcs,95,0,95,,1,0,1,0,1,,0
Vatkum Shitor Small,External,TY00719,,pcs,35,0,35,,1,0,1,0,1,,-1
Vatkum Shitor Medium 1,External,TY00720,,pcs,40,0,40,,1,0,1,0,1,,-5
Vatkum Shitor Medium 2,External,TY00721,,pcs,75,0,75,,1,0,1,0,1,,0
Mannish Groundnut Paste Medium 1,Mabel Spices,TY00722,,pcs,30,0,30,,1,0,1,0,1,,-1
Mannish Dawadawa Pouch Large,Mabel Spices,TY00723,,pouch,20,0,20,,1,0,1,0,1,,0
Mannish Dawadawa Pouch Small,Mabel Spices,TY00724,,pouch,10,0,10,,1,0,1,0,1,,0
Mannish Ginger & Garlic Pouch Small,Mabel Spices,TY00725,,pouch,10,0,10,,1,0,1,0,1,,-1
Fanta Orange 30Cl Pack,Beverages,TY00726,,0.3lx12,41.5,34.9398,56,,1,0,1,0,1,,0
LOCAL SPICES (AUNT MAY),Mabel Spices,TY00800,,,2,0,2,,1,0,1,0,0,,0
Gari Olonka,Spices,TY00801,,,0,0,22,,1,0,1,0,1,,0
Fanta Cocktail 30Cl Pack,Beverages,TY00727,,0.3lx12,41.5,34.9398,56,,1,0,1,0,1,,-1
Remie Beef 50g,Spices,TY00728,6969228810140,pcs,3.5,14.2857,4,,1,0,1,0,1,,-2
Perdix Gizzard Box,Meat\Fish,TY00729,,10x1kg,220,13.6364,250,,1,0,1,0,1,,0
Makkah 4.25kg,Rice,TY00730,,4.25kg,64,6.25,68,,1,0,1,0,1,,-7
Makkah 5x4.25kg,Rice,TY00731,,5x4.25kg,320,6.25,340,,1,0,1,0,1,,-2
Arima 25kg,Rice,TY00734,,25kg,0,0,0,,1,0,0,0,0,,0
Enapa Soya Sauce Box,Oil,TY00752,,1lx12,162,0,0,,1,0,0,0,0,,0
Frytol 0.8l Box,Oil,TY00741,,12x0.8l,345,4.3478,360,,1,0,0,0,0,,0
Frytol 1.85l Box,Oil,TY00740,,6x1.85l,345,4.3478,360,,1,0,0,0,0,,0
Frytol 4.5l Box,Oil,TY00748,,4x4.5l,400,5,420,,1,0,0,0,0,,0
Makkah 45kg,Rice,TY00733,,50kg,605,4.1322,630,,1,0,0,0,0,,0
Mom's Magic 0.85l,Oil,TY00738,8691313998522,0.8l,0,0,32,,1,0,0,0,1,,-5
Moms Magic 4.5l Box,Oil,TY00745,,4x4.5l,0,0,0,,1,0,0,0,0,,0
Mom's Magic 4l,Oil,TY00749,,4l,0,0,0,,1,0,0,0,0,,0
Mom's Magic 4l Box,Oil,TY00750,,4x4l,0,0,0,,1,0,0,0,0,,0
Mom'S Oil 1.8l Box,Oil,TY00742,,6x1.8l,0,0,350,,1,0,0,0,1,,0
Mom's Oil 3l Box,Oil,TY00746,,6x3l,0,0,0,,1,0,0,0,0,,0
Mom's Oil 4.5l Box,Oil,TY00747,,4x4.5l,0,0,0,,1,0,0,0,0,,0
Oba Gold 4.5x5,Rice,TY00736,,25kg,325,4.6154,340,,1,0,0,0,0,,0
Oliya 1l,Oil,TY00743,,1l,0,0,36,,1,0,0,1,1,,0
Oliya 1l Box,Oil,TY00744,,12x1l,390,5.1282,410,,1,0,0,0,0,,0
Red Eagle 50kg,Rice,TY00732,,50kg,700,2.8571,720,,1,0,0,0,1,,0
Riz Mimo 5kg,Rice,TY00737,,5kg,0,0,0,,1,0,0,0,0,,0
Riz Mimo 5x5kg,Rice,TY00751,,5x5kg,0,0,0,,1,0,0,0,0,,0
Ruby Viet Rice 5 % Broken 4.5kgx5,Rice,TY00735,,25kg,0,0,0,,1,0,0,0,0,,0
Unoli Sunflower Oil 1l Box,Oil,TY00739,,12x1l,565,4.4248,590,,1,0,0,0,0,,0
Chicken Wings Hard Half Kilo,Meat\Fish,TY00754,,0.5kg,16.5,3.0303,17,,1,0,1,0,1,,-61
Onga Shrimp Quarter Box,Spices,TY00753,,box,0,0,8,,1,0,1,0,1,,-13
Turkey Wings Half Kilo,Meat\Fish,TY00755,,0.5kg,20,15,23,,1,0,1,0,1,,-3
Cow Leg Kotodwe Half Kilo,Meat\Fish,TY00756,,0.5kg,0,0,13,,1,0,1,0,1,,-14
Chicken Back Half Kilo,Meat\Fish,TY00757,,0.5kg,9.5,15.7895,11,,1,0,1,0,1,,-55
Boneless Beef Half Kilo,Meat\Fish,TY00758,,0.5kg,32,9.375,35,,1,0,1,0,1,,-13
Chicken Breast Half Kilo,Meat\Fish,TY00759,,0.5kg,0,0,0,,1,0,1,0,0,,0
White Tripe half Kilo,Meat\Fish,TY00760,,0.5kg,0,0,15,,1,0,1,0,1,,-7
Hen Back Half Kilo,Meat\Fish,TY00761,,0.5kg,10.12,18.5771,12,,1,0,1,0,1,,-13
Facemask Box,Meat\Fish,TY00762,,carton,330,0,330,,1,0,1,0,1,,0
Cvale Gizzard Box,Meat\Fish,TY00763,,box,270,9.2593,295,,1,0,1,0,1,,-2
Kpanla 16+ Box 20kg,Meat\Fish,TY00764,,carton,0,0,0,,1,0,1,0,1,,0
Salmon Abidjan 25kg Box,Meat\Fish,TY00765,,carton,720,27.7778,920,,1,0,1,0,1,,0
Maggi Dedeede Half Box,Spices,TY00766,,box,18,5.5556,19,,1,0,1,0,1,,0
Maggi Dedeede Quarter Box,Spices,TY00767,,box,9,5.5556,9.5,,1,0,1,0,1,,-2
Maggi Shrimp Half Box,Spices,TY00768,,box,15,6.6667,16,,1,0,1,0,1,,-2
Maggi Shrimp Quater Box,Spices,TY00769,,box,7.5,6.6667,8,,1,0,1,0,1,,-1
Tam-Tam Box,Tomato Paste,TY00770,,box,190,10.5263,210,,1,0,1,0,1,,0
Tam-Tam 2.2kg,Tomato Paste,TY00771,,tin,31.67,10.5147,35,,1,0,1,0,1,,0
Voltic 750ml Pack,Beverages,TY00772,,pack,21,19.0476,25,,1,0,1,0,1,,0
SIMPLY SPAG BIG,Spaghetti,TY00773,,pcs,0,0,28,,1,0,1,0,1,,0
Tasty Tom 1.1kg box,Tomato Paste,TY00774,,pcs,0,0,280,,1,0,1,0,1,,0
Local Salmon Medium Box,Meat\Fish,TY00776,,carton,250,16,290,,1,0,1,0,1,,0
Lar Gizzard Box,Meat\Fish,TY00775,,carton,375,-22.6667,290,,1,0,1,0,1,,-1
Mountaire Broiler box,Meat\Fish,TY00806,,kg,250,8,270,,1,0,1,1,1,,0
Kpanla 16+ big,Meat\Fish,TY00822,,KG,0,0,30,,1,0,1,1,1,,0
Dubai waakye rice 50kg,Rice,TY00823,,kg,500,4,520,,1,0,1,1,1,,0
spar leta tonic pack,Beverages,TY00824,,,41.5,34.9398,56,,1,0,1,1,1,,0
spar leta soda water pack,Beverages,TY00825,,,41.5,34.9398,56,,1,0,1,1,1,,0
OBA GOLD 4.5,Rice,TY00802,,,65,6.1538,69,,1,0,1,0,1,,0
DUBAI 20X800G BAG,Rice,TY00803,,,260,7.6923,280,,1,0,1,0,1,,0
GINO CURRY POWDER 22G,Spices,TY00804,8410300367833,,2.16,15.7407,2.5,,1,0,1,0,1,,-13
GINO CURRY POWDER 22G BOX,Spices,TY00805,,,260,15.3846,300,,1,0,1,0,1,,0
HABIBA RICE 45KG,Rice,TY00826,,45KG,420,7.1429,450,,1,0,1,0,1,,0
Oba Basmatic,Rice,TY00813,,kg,420,4.7619,440,,1,0,1,0,1,,-2
Tradekey 25l oil,Oil,TY00811,,,625,-29.6,440,,1,0,1,1,1,,0
Kitchen king 45kg,Rice,TY00812,,kg,625,3.2,645,,1,0,1,1,1,,0
OBA BASMATIC 5KG,Rice,TY00814,,KG,0,0,110,,1,0,1,0,1,,-25
Sankofa Spice Soup 5g,Spices,TY00827,,g,0,0,0.8,,1,0,1,0,1,,-1
KIVO PEPPER 180G BOX,Spices,TY00828,,,0,0,0,,1,0,1,0,1,,0
TASTY TOM JOLLOF MIX 210G BOX,Tomato Paste,TY00829,,,0,0,0,,1,0,1,0,1,,0
TRIPE NICE ONE,Meat\Fish,TY00807,,,0,0,30,,1,0,1,0,1,,-48
LAYER WHITE BOX,Meat\Fish,TY00808,,BOX,0,0,300,,1,0,1,0,1,,-10.5
coconut oil 1L,Oil,TY00810,,L,42,7.1429,45,,1,0,1,1,1,,0
TRIPE NICE ONE BOX,Meat\Fish,TY00821,,,0,0,290,,1,0,1,0,1,,0
